SCHCD,AC_YEAR,TCH_MALE,TCH_FEMALE,TCH_NR,HEADTCH,HTCHNAME,GRADABOVE,TCHWITHPROF,DAYSINVLD,TCHINVLD
29280712205,2016-17,0,5,0,0, ,5,0,0,0
29170305422,2016-17,4,6,0,0, ,10,3,0,0
29040401114,2016-17,0,3,0,1, ,0,3,0,0
29220809411,2016-17,2,1,0,0, ,0,3,0,0
29280235209,2016-17,6,7,0,0, ,0,10,0,0
29050115612,2016-17,5,0,0,0, ,1,4,0,0
29181004202,2016-17,5,6,0,1, ,11,11,0,0
29200418301,2016-17,0,1,0,0, ,0,1,0,0
29041104211,2016-17,2,1,0,0, ,0,3,0,0
29261112001,2016-17,3,0,0,0, ,0,3,0,0
29291112511,2016-17,0,0,0,0, ,0,0,0,0
29240606903,2016-17,1,0,0,0, ,0,1,0,0
29070205706,2016-17,0,2,0,0, ,0,2,0,0
29100514702,2016-17,0,2,0,0, ,0,2,0,0
29230101301,2016-17,2,0,0,0, ,0,2,0,0
29140103601,2016-17,2,2,0,0, ,0,4,0,0
29240105802,2016-17,0,7,0,0, ,1,7,0,0
29300506415,2016-17,2,0,0,0, ,0,2,0,0
29031013918,2016-17,5,2,0,0, ,0,7,0,0
29290501601,2016-17,2,0,0,0, ,1,2,0,0
29080411612,2016-17,4,4,0,0, ,0,8,0,0
29110508501,2016-17,1,1,0,0, ,1,2,0,0
29040106303,2016-17,0,0,0,0, ,0,0,0,0
29340618802,2016-17,1,1,0,0, ,0,2,0,0
29301002069,2016-17,3,1,0,1, ,4,4,0,0
29340426004,2016-17,3,8,0,1, ,1,11,0,0
29010811903,2016-17,1,1,0,0, ,0,2,0,0
29070208411,2016-17,3,5,0,0, ,0,8,0,0
29230608801,2016-17,1,1,0,1,CHANNAKESHAVA.H.K.,0,2,0,0
29030806903,2016-17,2,0,0,0, ,0,2,0,0
29261200808,2016-17,1,0,0,0, ,0,1,0,0
29320515603,2016-17,1,1,0,0, ,0,2,0,0
29261101405,2016-17,3,2,0,0, ,5,5,0,0
29060111301,2016-17,3,6,0,1, ,1,9,0,0
29140400602,2016-17,5,3,0,0, ,8,8,0,0
29030301303,2016-17,7,1,0,0, ,0,0,0,0
29060608413,2016-17,5,1,0,1, ,6,6,0,0
29170203401,2016-17,6,17,0,1, ,16,23,0,0
29260921901,2016-17,1,1,0,0, ,0,2,0,0
29230721401,2016-17,1,1,0,0, ,0,2,0,0
29031401908,2016-17,1,4,0,0, ,0,5,0,0
29220519002,2016-17,0,0,0,0, ,0,0,0,0
29140204104,2016-17,12,10,0,1, ,22,22,0,0
29240608810,2016-17,1,6,0,0, ,7,7,0,0
29230402701,2016-17,0,1,0,0, ,1,1,0,0
29070403301,2016-17,0,2,0,0, ,0,2,0,0
29050100138,2016-17,1,1,0,0, ,0,2,0,0
29030505402,2016-17,5,1,0,1, ,0,6,0,0
29310605105,2016-17,1,1,0,0, ,0,2,0,0
29070420901,2016-17,4,5,0,1,LALITHA HIREMATH,0,9,0,0
29041108901,2016-17,1,6,0,0, ,0,7,0,0
29080511702,2016-17,10,9,0,0, ,0,19,0,0
29190723301,2016-17,1,1,0,0, ,0,2,0,0
29181003201,2016-17,0,2,0,0, ,0,2,0,0
29200312607,2016-17,0,1,0,0, ,0,1,0,0
29301404852,2016-17,0,4,0,1, ,0,4,0,0
29170624002,2016-17,0,3,0,0, ,0,3,0,0
29120703805,2016-17,2,0,0,0, ,0,2,0,0
29280502454,2016-17,1,15,0,0, ,11,11,0,0
29181005501,2016-17,2,0,0,0, ,0,2,0,0
29240109904,2016-17,2,4,0,0, ,6,6,0,0
29010304205,2016-17,1,19,0,1,MARGARETH GORGE,1,20,0,0
29090205104,2016-17,1,7,0,0, ,0,8,0,0
29260605306,2016-17,8,2,0,1, ,10,5,0,0
29301002004,2016-17,6,1,0,1, ,5,1,0,0
29130525801,2016-17,6,1,0,0, ,7,7,0,0
29070201201,2016-17,1,0,0,0, ,0,1,0,0
29020608305,2016-17,1,2,0,0, ,0,3,0,0
29170427204,2016-17,3,3,0,0, ,0,6,0,0
29120505703,2016-17,6,1,0,1, ,7,7,0,0
29020100703,2016-17,8,0,0,0, ,1,8,0,0
29230300801,2016-17,2,0,0,0, ,0,2,0,0
29290525901,2016-17,1,8,0,1,MEENA ROY,1,9,0,0
29070900705,2016-17,2,3,0,0, ,2,5,0,0
29180900613,2016-17,6,0,0,0, ,6,6,0,0
29130424002,2016-17,1,5,0,1, ,0,6,0,0
29290306902,2016-17,1,1,0,0, ,0,2,0,0
29280229807,2016-17,0,20,0,0, ,0,20,0,0
29040211807,2016-17,1,2,0,0, ,0,2,0,0
29280700138,2016-17,1,19,0,0, ,15,18,0,0
29260621001,2016-17,3,1,0,0, ,0,4,0,0
29040108104,2016-17,2,1,0,0, ,0,3,0,0
29300711503,2016-17,8,1,0,0, ,9,9,0,0
29040900105,2016-17,3,0,0,0, ,0,3,0,0
29050400601,2016-17,2,2,0,1,MANIK RAO,0,4,0,0
29100908804,2016-17,9,1,0,1, ,10,10,0,0
29230316502,2016-17,3,1,0,1,PRAKASHA G.P.,0,4,0,0
29050516503,2016-17,7,1,0,1,KAMALA,8,8,0,0
29210403401,2016-17,0,2,0,0, ,0,2,0,0
29020902202,2016-17,2,0,0,1,R V MURNAL,0,2,0,0
29041108368,2016-17,0,2,0,0, ,0,2,0,0
29050115610,2016-17,2,0,0,0, ,0,2,0,0
29280500867,2016-17,6,1,0,1,R MAHALAKSHMI,7,2,0,0
29230514402,2016-17,6,1,0,0, ,5,7,0,0
29230214312,2016-17,4,3,0,0, ,7,7,0,0
29190955401,2016-17,2,3,0,0, ,0,5,0,0
29271312408,2016-17,5,2,0,0, ,0,7,0,0
29340624002,2016-17,1,1,0,0, ,0,2,0,0
29230731401,2016-17,0,2,0,0, ,0,2,0,0
29040109201,2016-17,7,15,0,1,SHANKAR S MELAKUNDI,0,22,0,0
29340326402,2016-17,1,5,0,1,ULLAS  VANDIGE,2,6,0,0
29280503208,2016-17,4,5,0,0, ,9,9,0,0
29270106801,2016-17,3,0,0,0, ,1,3,0,0
29230415001,2016-17,1,2,0,0, ,0,3,0,0
29261202404,2016-17,0,3,1,0, ,0,3,0,0
29220127001,2016-17,2,0,0,0, ,0,2,0,0
29070301805,2016-17,3,0,0,0, ,0,3,0,0
29010302804,2016-17,5,4,0,0, ,7,9,0,0
29150500101,2016-17,3,1,0,0, ,2,4,0,0
29291110901,2016-17,1,3,0,0, ,1,4,0,0
29040110808,2016-17,3,2,0,1, ,0,5,0,0
29130129109,2016-17,1,3,0,0, ,0,4,0,0
29090110708,2016-17,0,1,0,0, ,0,1,0,0
29250308702,2016-17,0,2,0,0, ,0,2,0,0
29330814704,2016-17,1,4,0,0, ,1,5,0,0
29180922301,2016-17,1,3,0,0, ,0,4,0,0
29280502525,2016-17,0,1,0,0, ,0,1,0,0
29190713101,2016-17,0,4,0,0, ,0,4,0,0
29200411901,2016-17,1,0,0,0, ,1,1,0,0
29270218405,2016-17,0,0,0,0, ,0,0,0,0
29220803703,2016-17,0,6,0,0, ,0,6,0,0
29191232001,2016-17,1,2,0,0, ,0,3,33,3
29020604601,2016-17,1,3,0,0, ,0,4,0,0
29300704107,2016-17,7,1,0,0, ,0,8,0,0
29040401115,2016-17,1,6,0,1,MAHADEV NATEKAR,0,7,0,0
29120604102,2016-17,2,0,0,0, ,2,2,0,0
29040116802,2016-17,3,4,0,1,SIDARAM,0,5,0,0
29340316004,2016-17,2,1,0,1, ,0,3,0,0
29170624104,2016-17,0,5,0,0, ,1,5,0,0
29111607428,2016-17,0,0,0,0, ,0,0,0,0
29290525713,2016-17,4,8,0,0, ,11,12,0,0
29240200903,2016-17,0,1,0,0, ,1,1,0,0
29170518903,2016-17,2,0,0,0, ,0,2,0,0
29090701808,2016-17,5,2,0,0, ,1,7,0,0
29110714804,2016-17,21,2,0,1, ,2,23,0,0
29230530301,2016-17,1,1,0,0, ,0,2,0,0
29170419401,2016-17,0,2,0,0, ,0,2,0,0
29291128632,2016-17,2,5,0,0, ,1,7,0,0
29310405501,2016-17,2,0,0,0, ,0,2,0,0
29331028511,2016-17,1,1,0,0, ,2,2,0,0
29140602601,2016-17,1,1,0,0, ,0,2,0,0
29300506419,2016-17,1,0,0,0, ,1,1,0,0
29060811284,2016-17,14,6,0,0, ,20,20,0,0
29260801001,2016-17,1,1,0,0, ,0,2,0,0
29111410308,2016-17,3,5,0,0, ,0,8,0,0
29150542507,2016-17,0,0,0,0, ,0,0,0,0
29250109708,2016-17,2,12,0,0, ,10,14,0,0
29140602703,2016-17,7,0,0,0, ,7,7,0,0
29120901733,2016-17,2,0,0,1, ,0,2,0,0
29150636701,2016-17,1,1,0,0, ,0,2,0,0
29301002068,2016-17,1,1,0,1,RAMESHKUMAR GHANTI,2,2,0,0
29330715802,2016-17,1,5,0,0, ,1,6,0,0
29160307403,2016-17,1,3,0,1, ,0,4,0,0
29050301005,2016-17,1,1,0,0, ,0,2,0,0
29220305704,2016-17,1,8,0,1, ,0,9,0,0
29050504405,2016-17,0,6,0,1, ,0,6,0,0
29190711901,2016-17,0,2,0,1, ,0,2,0,0
29160400904,2016-17,3,7,0,0, ,0,10,0,0
29210410701,2016-17,0,3,0,0, ,0,3,0,0
29100511404,2016-17,0,0,16,0, ,0,0,0,0
29190223601,2016-17,0,2,0,0, ,0,2,0,0
29100906803,2016-17,0,16,0,1,AYSHA FIRDOUSE,1,16,0,0
29280600528,2016-17,4,15,0,0, ,13,10,0,0
29040111103,2016-17,8,0,0,0, ,7,8,0,0
29280720203,2016-17,0,6,0,1, ,3,5,0,0
29220131202,2016-17,3,5,0,0, ,8,8,0,0
29210200601,2016-17,3,0,0,0, ,0,3,0,0
29320526201,2016-17,7,0,0,0, ,0,7,0,0
29330714307,2016-17,1,0,0,0, ,0,1,0,0
29100208002,2016-17,0,2,0,0, ,1,2,0,0
29340306303,2016-17,6,1,0,0, ,2,7,0,0
29140708106,2016-17,1,7,0,0, ,0,8,0,0
29010305321,2016-17,2,4,0,1, ,5,6,0,0
29031204609,2016-17,1,3,0,1,"SANGEETA , PAWAR",0,4,0,0
29130512404,2016-17,6,16,0,0, ,13,22,0,0
29230310801,2016-17,2,2,0,1, ,0,4,0,0
29230314913,2016-17,0,2,0,0, ,0,2,0,0
29050313604,2016-17,0,2,0,0, ,0,2,0,0
29090205323,2016-17,1,7,0,0, ,1,5,0,0
29040101907,2016-17,7,2,0,0, ,2,9,0,0
29041101101,2016-17,3,0,0,0, ,0,3,0,0
29040619803,2016-17,0,0,0,0, ,0,0,0,0
29050320801,2016-17,0,0,0,0, ,0,0,0,0
29120600304,2016-17,5,2,0,0, ,5,5,0,0
29280501809,2016-17,2,6,0,0, ,0,8,0,0
29010817111,2016-17,2,1,0,0, ,3,3,0,0
29060712401,2016-17,2,0,0,0, ,0,2,0,0
29230224301,2016-17,2,1,0,0, ,0,3,0,0
29310416906,2016-17,4,2,0,0, ,6,6,0,0
29060100520,2016-17,4,1,0,0, ,0,5,0,0
29200143806,2016-17,0,0,0,0, ,0,0,0,0
29210302206,2016-17,0,0,0,0, ,0,0,0,0
29280232347,2016-17,0,0,0,0, ,0,0,0,0
29181010402,2016-17,3,3,0,0, ,0,6,0,0
29150205103,2016-17,1,0,0,0, ,1,1,0,0
29181013304,2016-17,1,2,0,0, ,2,3,0,0
29330713805,2016-17,2,0,0,0, ,0,2,0,0
29200110302,2016-17,0,2,0,0, ,2,2,0,0
29270113801,2016-17,2,0,0,0, ,2,2,0,0
29301002043,2016-17,6,0,0,0, ,5,6,0,0
29060513504,2016-17,2,0,0,0, ,0,2,0,0
29240204405,2016-17,5,2,0,0, ,4,7,0,0
29240406702,2016-17,0,4,0,1, ,0,4,0,0
29010816102,2016-17,0,3,0,0, ,0,3,0,0
29200103016,2016-17,4,16,0,0, ,3,20,0,0
29340322104,2016-17,1,6,0,1,SHOBHA MG CHALAVADI,0,7,0,0
29301000903,2016-17,1,1,0,0, ,0,2,0,0
29031208502,2016-17,1,1,0,0, ,0,2,0,0
29240301708,2016-17,0,0,0,0, ,0,0,0,0
29280710011,2016-17,0,9,0,0, ,0,9,0,0
29050419111,2016-17,5,1,0,1,MD  ARIF,6,0,0,0
29210208601,2016-17,0,1,0,0, ,0,1,0,0
29070310601,2016-17,2,0,0,0, ,2,2,0,0
29290437652,2016-17,2,1,0,0, ,1,3,0,0
29200906816,2016-17,0,10,0,0, ,1,10,0,0
29230703201,2016-17,1,1,0,0, ,1,2,0,0
29330720503,2016-17,3,3,0,0, ,0,6,0,0
29260822301,2016-17,1,5,0,1, ,6,6,0,0
29250104301,2016-17,0,1,0,0, ,0,1,0,0
29210314201,2016-17,2,0,0,0, ,0,2,0,0
29140709208,2016-17,3,8,0,1, ,5,11,0,0
29240101004,2016-17,18,5,0,1,G.J SAKRATEES,23,23,0,0
29140709101,2016-17,5,3,0,0, ,8,8,0,0
29190731602,2016-17,0,3,0,0, ,0,3,0,0
29130514001,2016-17,1,1,0,0, ,0,2,0,0
29240309005,2016-17,2,5,0,0, ,7,7,0,0
29150108403,2016-17,2,3,0,0, ,0,5,0,0
29260607402,2016-17,2,0,0,0, ,0,2,0,0
29050516607,2016-17,1,0,0,0, ,0,1,0,0
29090202103,2016-17,1,1,0,0, ,2,2,0,0
29270111508,2016-17,1,0,0,1,HADLI M.B,1,1,0,0
29191207501,2016-17,0,2,0,0, ,0,2,0,0
29180719203,2016-17,0,1,0,0, ,0,1,0,0
29340315101,2016-17,2,2,0,1, ,0,4,0,0
29280602722,2016-17,0,9,0,0, ,2,1,0,0
29261012901,2016-17,2,0,0,0, ,0,2,0,0
29150721001,2016-17,1,3,0,0, ,0,4,0,0
29150426403,2016-17,0,10,0,0, ,10,10,0,0
29190701102,2016-17,1,1,0,0, ,0,2,0,0
29040311315,2016-17,6,2,0,0, ,8,8,0,0
29100207110,2016-17,6,2,0,1, ,8,0,0,0
29220100101,2016-17,2,0,0,0, ,0,2,0,0
29300607602,2016-17,1,0,0,0, ,0,1,0,0
29191023202,2016-17,1,1,0,0, ,0,2,0,0
29031212605,2016-17,2,0,0,0, ,0,2,0,0
29240502302,2016-17,1,3,0,0, ,0,4,0,0
29170625403,2016-17,8,14,0,1,TEJASWINI G,14,21,0,0
29130128901,2016-17,2,5,0,0, ,1,7,0,0
29050317804,2016-17,5,1,0,0, ,0,6,0,0
29300606503,2016-17,1,1,0,0, ,0,2,0,0
29111415201,2016-17,4,3,0,0, ,1,7,0,0
29280209106,2016-17,0,10,0,0, ,2,10,0,0
29020904004,2016-17,3,0,0,0, ,3,3,0,0
29120201604,2016-17,1,0,0,0, ,0,1,0,0
29040620402,2016-17,2,0,0,0, ,0,2,0,0
29280235102,2016-17,2,14,0,0, ,16,16,0,0
29010806807,2016-17,8,0,0,0, ,0,0,0,0
29280503906,2016-17,3,8,0,0, ,11,11,0,0
29260620701,2016-17,2,0,0,0, ,0,2,0,0
29050213327,2016-17,3,0,0,1, ,0,3,0,0
29031012803,2016-17,6,2,0,0, ,0,8,0,0
29220314402,2016-17,0,2,0,0, ,0,2,0,0
29150723604,2016-17,0,3,0,0, ,3,3,0,0
29160102203,2016-17,0,0,0,0, ,0,0,0,0
29280713906,2016-17,5,3,0,0, ,8,0,0,0
29050418601,2016-17,0,5,0,1, ,2,5,0,0
29300105329,2016-17,2,2,0,1,AMAR KALLUTTI,0,4,0,0
29140305805,2016-17,0,3,0,0, ,3,3,0,0
29200109961,2016-17,4,10,0,1, ,13,1,0,0
29220507701,2016-17,2,0,0,0, ,0,2,0,0
29280707196,2016-17,6,14,0,3, ,20,20,0,0
29050503579,2016-17,1,3,0,0, ,0,4,0,0
29041108624,2016-17,0,2,0,0, ,0,2,0,0
29200901652,2016-17,5,12,0,0, ,0,17,0,0
29180214301,2016-17,1,2,0,0, ,0,3,0,0
29280707301,2016-17,2,4,0,0, ,0,6,0,0
29090604709,2016-17,5,9,0,0, ,14,14,0,0
29050302806,2016-17,2,2,0,1, ,0,4,0,0
29240502901,2016-17,1,4,0,1, ,2,5,0,0
29031215904,2016-17,5,2,0,0, ,0,7,0,0
29190708001,2016-17,0,3,0,0, ,1,3,0,0
29200304906,2016-17,3,8,0,0, ,8,8,0,0
29040520612,2016-17,0,0,0,0, ,0,0,0,0
29300101007,2016-17,2,0,0,0, ,1,2,0,0
29170504301,2016-17,2,0,0,0, ,0,2,0,0
29260804702,2016-17,4,8,0,0, ,12,8,0,0
29040535534,2016-17,0,5,0,1, ,2,2,0,0
29040103602,2016-17,3,0,0,0, ,0,3,0,0
29220300901,2016-17,1,0,0,0, ,0,1,0,0
29010816001,2016-17,0,2,0,0, ,0,2,0,0
29200801531,2016-17,4,1,0,0, ,5,5,0,0
29160507802,2016-17,0,2,0,0, ,0,2,0,0
29240401701,2016-17,2,3,0,1, ,0,5,0,0
29200802013,2016-17,1,4,0,1, ,0,5,0,0
29020103902,2016-17,4,0,0,1,R.Y DAMBUR,0,4,0,0
29140705701,2016-17,2,0,0,0, ,1,2,0,0
29320808903,2016-17,0,1,0,0, ,1,1,0,0
29120300602,2016-17,2,0,0,0, ,2,2,0,0
29310319503,2016-17,6,2,0,1, ,8,7,0,0
29040400101,2016-17,1,5,0,1, ,3,6,0,0
29140115001,2016-17,4,2,0,1, ,1,6,0,0
29261112603,2016-17,1,1,0,0, ,2,2,0,0
29200900215,2016-17,0,9,0,0, ,4,9,0,0
29090107003,2016-17,17,6,0,1,SUDHA V B,16,23,0,0
29040620101,2016-17,2,0,0,1,ANILKUMAR,1,2,0,0
29011203601,2016-17,8,4,0,0, ,0,12,0,0
29180913203,2016-17,6,1,0,0, ,0,7,0,0
29031216302,2016-17,1,1,0,0, ,0,2,0,0
29020900708,2016-17,2,0,0,0, ,1,2,0,0
29140309212,2016-17,8,2,0,0, ,10,10,0,0
29190738304,2016-17,0,5,0,0, ,0,5,0,0
29050107906,2016-17,2,5,0,0, ,0,7,0,0
29340326302,2016-17,1,1,0,0, ,0,2,0,0
29160203804,2016-17,5,10,0,1, ,14,15,0,0
29140310722,2016-17,1,6,0,0, ,0,7,0,0
29040200603,2016-17,1,1,0,0, ,0,2,0,0
29220802201,2016-17,2,2,0,1, ,1,4,0,0
29050417610,2016-17,1,0,0,1,DHANRAJ,0,1,0,0
29230409301,2016-17,1,1,0,1, ,0,2,0,0
29200312238,2016-17,0,8,0,0, ,0,8,0,0
29040530102,2016-17,0,2,0,1, ,0,2,0,0
29031212401,2016-17,3,0,0,0, ,0,3,0,0
29120810308,2016-17,8,3,0,0, ,11,11,0,0
29290325609,2016-17,3,10,0,0, ,10,12,0,0
29160210768,2016-17,2,7,0,1, ,8,9,0,0
29320704901,2016-17,1,1,0,0, ,0,2,0,0
29140200302,2016-17,0,2,0,0, ,1,2,0,0
29040535201,2016-17,0,5,0,1, ,0,5,0,0
29280600220,2016-17,0,6,0,0, ,0,6,0,0
29200802049,2016-17,0,8,0,1, ,0,8,0,0
29150116006,2016-17,3,10,0,0, ,13,13,0,0
29260931302,2016-17,1,6,0,1,JAYALAKSHMI  M,2,7,0,0
29280602135,2016-17,3,3,0,0, ,0,6,0,0
29190208201,2016-17,1,0,0,0, ,1,1,0,0
29140121902,2016-17,4,5,0,0, ,8,9,0,0
29320715903,2016-17,0,8,0,0, ,2,8,0,0
29040512211,2016-17,3,2,0,1, ,0,5,0,0
29320527002,2016-17,2,4,0,0, ,0,6,0,0
29340613002,2016-17,0,0,0,0, ,0,0,0,0
29041109135,2016-17,0,6,0,0, ,4,6,0,0
29140305502,2016-17,2,0,0,0, ,0,2,0,0
29331001602,2016-17,1,5,0,0, ,0,6,0,0
29020609801,2016-17,1,2,0,0, ,0,3,0,0
29340711301,2016-17,0,0,0,0, ,0,0,0,0
29230329701,2016-17,1,1,0,0, ,0,2,0,0
29250303601,2016-17,0,2,0,0, ,0,2,0,0
29300518305,2016-17,2,0,0,0, ,0,2,0,0
29090210110,2016-17,2,9,0,0, ,8,11,0,0
29130125911,2016-17,4,2,0,1,FATHER GEO,6,6,0,0
29260703004,2016-17,6,2,0,0, ,8,8,0,0
29181018501,2016-17,2,0,0,0, ,1,2,0,0
29290324943,2016-17,4,1,0,0, ,4,5,0,0
29210310702,2016-17,1,0,0,0, ,0,1,0,0
29191227302,2016-17,4,4,0,0, ,8,8,0,0
29220109103,2016-17,1,2,0,0, ,0,3,0,0
29220130702,2016-17,0,1,0,0, ,0,1,0,0
29220801102,2016-17,1,0,0,0, ,0,1,0,0
29031011409,2016-17,6,2,0,0, ,0,8,0,0
29220106302,2016-17,2,0,0,0, ,1,2,0,0
29170624009,2016-17,3,7,0,1, ,4,10,0,0
29020718205,2016-17,1,6,0,0, ,2,7,0,0
29310408107,2016-17,1,5,0,1, ,1,6,0,0
29120105702,2016-17,0,4,0,0, ,1,4,0,0
29300510303,2016-17,3,0,0,0, ,2,3,0,0
29310501206,2016-17,7,1,0,0, ,6,8,0,0
29290112701,2016-17,2,0,0,0, ,1,2,0,0
29200301044,2016-17,0,4,0,0, ,0,4,0,0
29090701225,2016-17,3,8,0,0, ,11,11,0,0
29220512901,2016-17,1,1,0,0, ,0,2,0,0
29240402502,2016-17,4,1,0,1, ,3,5,0,0
29050502847,2016-17,5,1,0,1, ,0,6,0,0
29270128301,2016-17,0,1,0,0, ,0,1,0,0
29020716202,2016-17,4,3,0,0, ,5,7,0,0
29050219701,2016-17,3,5,0,1,SAMEEUDDIN,0,8,0,0
29280235101,2016-17,1,11,0,1, ,0,9,0,0
29140409102,2016-17,0,3,0,0, ,2,3,0,0
29150637001,2016-17,2,0,0,0, ,0,2,0,0
29140403101,2016-17,4,4,0,0, ,6,8,0,0
29200907724,2016-17,1,7,0,0, ,0,8,0,0
29060617822,2016-17,9,5,0,0, ,14,14,0,0
29200102234,2016-17,1,6,0,0, ,0,7,0,0
29280233501,2016-17,2,8,0,1,MANJULATHA,4,9,0,0
29070208712,2016-17,5,2,0,0, ,0,7,0,0
29140208313,2016-17,0,3,0,0, ,3,3,0,0
29200309650,2016-17,3,16,0,0, ,0,18,0,0
29230526501,2016-17,2,0,0,0, ,0,2,0,0
29200108409,2016-17,1,12,0,1, ,0,0,0,0
29290120702,2016-17,0,0,0,0, ,0,0,0,0
29050216501,2016-17,2,0,0,0, ,0,2,0,0
29191312701,2016-17,0,2,0,0, ,0,2,0,0
29041103416,2016-17,1,1,0,0, ,2,2,0,0
29320606103,2016-17,1,1,0,0, ,1,2,0,0
29240600905,2016-17,4,5,0,0, ,9,9,0,0
29050512520,2016-17,7,3,0,1, ,10,10,0,0
29031205601,2016-17,5,0,0,1, ,1,5,0,0
29020904904,2016-17,2,5,0,0, ,0,7,0,0
29060519402,2016-17,2,2,0,1, ,1,4,0,0
29060719323,2016-17,0,6,0,0, ,6,6,0,0
29030503804,2016-17,1,1,0,0, ,0,2,0,0
29030504006,2016-17,1,2,0,0, ,1,3,0,0
29340416701,2016-17,2,0,0,0, ,0,2,0,0
29170624508,2016-17,5,6,0,0, ,9,11,0,0
29290323701,2016-17,0,1,0,0, ,1,1,0,0
29190923401,2016-17,1,1,0,0, ,1,2,0,0
29220214103,2016-17,1,1,0,0, ,1,2,0,0
29041110002,2016-17,0,7,0,1, ,1,7,0,0
29070300613,2016-17,4,3,0,0, ,0,7,0,0
29110103802,2016-17,0,1,0,0, ,0,1,0,0
29050304004,2016-17,2,1,0,0, ,0,3,3,3
29290434501,2016-17,0,4,0,1, ,1,4,0,0
29140707205,2016-17,0,6,0,1, ,5,6,0,0
29230701201,2016-17,1,3,0,0, ,2,4,0,0
29261007403,2016-17,1,4,0,2, ,0,5,0,0
29040535433,2016-17,4,4,0,0, ,2,7,0,0
29130403701,2016-17,0,2,0,0, ,1,2,0,0
29120806303,2016-17,0,3,0,0, ,0,3,0,0
29020115802,2016-17,6,1,0,1,CHANDRAGOUDA H GOUDAR,0,7,0,0
29050221202,2016-17,4,1,0,1,HARISHKUMAR,0,5,0,0
29260301402,2016-17,0,0,0,0, ,0,0,0,0
29230321804,2016-17,0,0,0,0, ,0,0,0,0
29230425401,2016-17,2,0,0,0, ,0,2,0,0
29120810204,2016-17,0,2,0,0, ,0,2,0,0
29200303641,2016-17,1,4,0,0, ,4,5,0,0
29070914506,2016-17,4,4,0,0, ,8,8,0,0
29220811001,2016-17,3,2,0,1,JAYARAMACHARI,0,5,0,0
29150305002,2016-17,0,4,0,1, ,1,4,0,0
29271311705,2016-17,3,1,0,0, ,2,4,0,0
29070208715,2016-17,2,5,0,1, ,0,7,0,0
29260418501,2016-17,2,0,0,0, ,0,2,0,0
29040111401,2016-17,2,2,0,0, ,3,4,0,0
29120511205,2016-17,0,10,0,0, ,9,10,0,0
29230318703,2016-17,0,3,0,0, ,0,3,0,0
29220602701,2016-17,1,1,0,0, ,0,2,0,0
29280204603,2016-17,0,3,0,0, ,2,3,0,0
29291132306,2016-17,0,5,0,0, ,0,5,0,0
29031402228,2016-17,7,0,0,0, ,0,7,0,0
29260430401,2016-17,0,1,0,0, ,0,1,0,0
29270527501,2016-17,0,1,0,0, ,1,1,0,0
29301405409,2016-17,1,0,0,0, ,0,1,0,0
29331014901,2016-17,3,0,0,0, ,0,3,0,0
29090210122,2016-17,0,6,0,0, ,6,6,0,0
29010400303,2016-17,2,0,0,0, ,0,2,0,0
29320800901,2016-17,0,4,0,0, ,0,4,0,0
29050413988,2016-17,1,6,0,0, ,0,7,0,0
29230535702,2016-17,2,0,0,0, ,0,2,0,0
29111416411,2016-17,0,0,0,0, ,0,0,0,0
29040110601,2016-17,3,0,0,0, ,0,3,0,0
29200801315,2016-17,1,4,0,0, ,1,5,0,0
29260613801,2016-17,1,1,0,0, ,0,2,0,0
29190936801,2016-17,1,1,0,0, ,0,2,0,0
29100201801,2016-17,0,3,0,0, ,2,3,0,0
29080411602,2016-17,3,7,0,1, ,0,10,0,0
29240200702,2016-17,1,1,0,0, ,0,2,0,0
29260704925,2016-17,2,17,0,0, ,2,19,0,0
29070402206,2016-17,6,2,0,0, ,8,8,0,0
29160404501,2016-17,0,2,0,0, ,0,2,0,0
29310517201,2016-17,1,1,0,0, ,0,2,0,0
29150420501,2016-17,1,2,0,0, ,0,3,0,0
29160311205,2016-17,0,3,0,0, ,3,3,0,0
29060513505,2016-17,6,1,0,1, ,7,7,0,0
29261202110,2016-17,3,3,4,0, ,6,2,0,0
29180904002,2016-17,1,4,0,0, ,1,5,0,0
29031401203,2016-17,3,2,0,0, ,3,5,0,0
29150322207,2016-17,1,1,0,0, ,0,2,0,0
29200303627,2016-17,1,12,0,0, ,0,12,0,0
29020212705,2016-17,4,7,0,0, ,0,11,0,0
29240406606,2016-17,0,10,0,0, ,9,10,0,0
29150304202,2016-17,2,4,0,1, ,0,6,0,0
29060508101,2016-17,1,2,0,0, ,0,3,0,0
29261011502,2016-17,1,1,0,0, ,0,2,0,0
29230700701,2016-17,2,0,0,1, ,0,2,0,0
29200140113,2016-17,1,9,0,0, ,10,10,0,0
29260703301,2016-17,2,4,0,0, ,0,6,0,0
29240205904,2016-17,1,0,0,0, ,0,1,0,0
29290428201,2016-17,3,0,0,0, ,2,3,0,0
29020207402,2016-17,1,3,0,0, ,0,4,0,0
29190227901,2016-17,1,1,0,0, ,0,2,0,0
29271300106,2016-17,3,9,0,0, ,0,12,0,0
29181017502,2016-17,0,1,0,0, ,0,1,0,0
29170605007,2016-17,4,5,0,0, ,9,9,0,0
29020912701,2016-17,6,2,0,0, ,0,8,0,0
29280708001,2016-17,1,1,0,0, ,0,2,0,0
29130601909,2016-17,6,1,0,0, ,0,7,0,0
29270116204,2016-17,7,0,0,0, ,6,7,0,0
29310605604,2016-17,0,1,0,0, ,0,1,0,0
29340427101,2016-17,0,2,0,0, ,0,2,0,0
